# started on Mon Apr 14 11:50:56 2025

     9.004105629,4,,page-faults,156488138,100.00,0.020,K/sec
     9.004105629,217142629,,cycles,163915451,100.00,1.081,GHz
     9.004105629,308740309,,instructions,163915451,100.00,0.80,insn per cycle
     9.004105629,18792555,,branches,163915451,100.00,93.594,M/sec
     9.004105629,272677,,branch-misses,163915451,100.00,0.41,of all branches
     9.504352502,158.71,msec,task-clock,158706188,100.00,0.317,CPUs utilized
     9.504352502,3700,,context-switches,158706188,100.00,0.019,M/sec
     9.504352502,14,,cpu-migrations,158706188,100.00,0.071,K/sec
     9.504352502,4,,page-faults,158706188,100.00,0.020,K/sec
     9.504352502,219527140,,cycles,166415790,100.00,1.106,GHz
     9.504352502,311434757,,instructions,166415790,100.00,0.82,insn per cycle
     9.504352502,19287291,,branches,166415790,100.00,97.130,M/sec
     9.504352502,281053,,branch-misses,166415790,100.00,0.44,of all branches
    10.004620141,157.56,msec,task-clock,157556552,100.00,0.315,CPUs utilized
    10.004620141,3703,,context-switches,157693320,100.00,0.019,M/sec
    10.004620141,3,,cpu-migrations,157693320,100.00,0.015,K/sec
    10.004620141,4,,page-faults,157693320,100.00,0.020,K/sec
    10.004620141,217574356,,cycles,165348303,100.00,1.107,GHz
    10.004620141,308705967,,instructions,165348303,100.00,0.83,insn per cycle
    10.004620141,18732189,,branches,165354243,100.00,95.319,M/sec
    10.004620141,280596,,branch-misses,165354243,100.00,0.46,of all branches
    10.504881689,154.20,msec,task-clock,154195340,100.00,0.308,CPUs utilized
    10.504881689,3699,,context-switches,154066574,100.00,0.019,M/sec
    10.504881689,10,,cpu-migrations,154066574,100.00,0.051,K/sec
    10.504881689,3,,page-faults,154066574,100.00,0.015,K/sec
    10.504881689,217830215,,cycles,161214368,100.00,1.120,GHz
    10.504881689,311735630,,instructions,161214368,100.00,0.86,insn per cycle
    10.504881689,19351813,,branches,161208428,100.00,99.492,M/sec
    10.504881689,257943,,branch-misses,161208428,100.00,0.43,of all branches
    11.005072721,142.65,msec,task-clock,142651091,100.00,0.285,CPUs utilized
    11.005072721,3720,,context-switches,142643089,100.00,0.019,M/sec
    11.005072721,41,,cpu-migrations,142643089,100.00,0.213,K/sec
    11.005072721,4,,page-faults,142643089,100.00,0.021,K/sec
    11.005072721,225368821,,cycles,149056698,100.00,1.173,GHz
    11.005072721,310598193,,instructions,149056698,100.00,0.87,insn per cycle
    11.005072721,18859146,,branches,149056698,100.00,98.149,M/sec
    11.005072721,269587,,branch-misses,149056698,100.00,0.47,of all branches
    11.505302150,141.10,msec,task-clock,141095023,100.00,0.282,CPUs utilized
    11.505302150,3743,,context-switches,141095023,100.00,0.020,M/sec
    11.505302150,19,,cpu-migrations,141095023,100.00,0.100,K/sec
    11.505302150,4,,page-faults,141095023,100.00,0.021,K/sec
    11.505302150,239288975,,cycles,147103883,100.00,1.260,GHz
    11.505302150,316501569,,instructions,147103883,100.00,0.90,insn per cycle
    11.505302150,19644023,,branches,147103883,100.00,103.428,M/sec
    11.505302150,292879,,branch-misses,147103883,100.00,0.52,of all branches
    12.005577052,158.89,msec,task-clock,158893500,100.00,0.318,CPUs utilized
